featureID,CDMM_A,CDMM_B,CDMM_C,IEC_A,IEC_B,IEC_C
gene-CDR20291_1727,1552.42,1642.76,1829.08,1439.14,1624.73,1627.36
gene-CDR20291_1728,798.7,844.74,885.64,742.49,838.61,726.21
gene-CDR20291_1729,1445.72,1724.24,1897.81,1962.62,2264.91,1988.05
gene-CDR20291_1730,1013.3,1071.46,1340.08,1710.54,1954.16,1691.73
gene-CDR20291_1731,1179.31,1232.49,1521.75,1874.05,2224.72,2060.55
gene-CDR20291_1732,253.8,299.46,292.33,488.37,587.11,587.79
gene-CDR20291_1733,112.78,133.44,151.06,281.09,362.75,308.3
gene-CDR20291_1734,166.65,187.56,224.21,356.38,446.54,455.73
gene-CDR20291_1735,900.22,1078.92,1226.74,927.24,974.1,888.65
gene-CDR20291_1736,5643.1,6141.06,7015.35,5360.49,6737.52,5840.17
gene-CDR20291_1737,1362.87,1701.04,1832.5,1246.81,1734.78,1515.65
gene-CDR20291_1738,8.35,13.64,25.62,10.27,16.86,22.31
gene-CDR20291_1741,92.74,92.29,102.16,125.66,126.68,113.89
gene-CDR20291_1742,26.03,30.74,33.88,59.49,79.68,66.88
gene-CDR20291_1743,32.77,39.16,24.99,57.36,64.77,72.72
gene-CDR20291_1744,290.71,303.77,325.39,581.4,596.1,469.05
gene-CDR20291_1745,8.86,16.7,10.14,21.91,17.95,29.96
gene-CDR20291_1746,9.2,13.4,15.52,35.48,34.92,19.88
gene-CDR20291_1747,40.62,48.47,43.68,91,90.54,77.88
gene-CDR20291_1748,3757.27,3799.06,3604.81,3684.65,4017.15,3556.51
gene-CDR20291_1749,5612.67,5450.9,5400.2,5802.04,6166.34,5360.37
gene-CDR20291_1750,1509.04,1558.66,1419.07,1773.5,1697.05,1637.28
gene-CDR20291_1751,1140.66,1075.77,1074.71,1212.94,1266.77,1227.5
gene-CDR20291_1752,1099.91,1053.97,1056.18,1282.98,1343.31,1129.22
gene-CDR20291_1753,721.1,779.72,741.28,815.55,881.12,784.21
gene-CDR20291_1754,6.17,9.04,10.06,20.94,26.23,19.22
gene-CDR20291_1755,14.02,8.5,11.64,16.95,40.71,24.68
gene-CDR20291_1756,20.85,22.16,18.5,50.43,70.72,53.63
gene-CDR20291_1757,7.38,8.22,13.7,29.12,35.46,38.99
gene-CDR20291_1759,25128.72,26093.22,26298.62,35281.37,37747.04,33312.75
gene-CDR20291_1760,18335.01,17027.14,18243.28,29391.88,27762.4,24806.04
gene-CDR20291_1761,8.3,11.54,10.21,13.2,9.47,18.31
gene-CDR20291_1762,10.2,21.48,19.73,34.44,49.65,35.15
gene-CDR20291_1763,25.02,20.31,26.64,44.87,67.17,45.29
gene-CDR20291_1764,40.26,56.45,42.14,85.53,103.64,94.44
gene-CDR20291_1765,74,67.32,78.84,139.4,167.23,165.81
gene-CDR20291_1766,266.09,270.75,270.61,508.2,566.74,422.48
gene-CDR20291_1767,49.3,81.86,69.11,166.5,206.09,200.88
gene-CDR20291_1768,141.73,178.59,202.47,493.62,721.3,672.54
gene-CDR20291_1769,127.83,144.09,132.88,437.99,558.93,488.63
gene-CDR20291_1770,651.1,688.26,722.65,1984.92,2266.02,2085.03
gene-CDR20291_1771,8209.24,8286.07,8623.82,11983.78,12946.92,12121.97
gene-CDR20291_1772,76564.24,76227.41,75486.42,94324.38,95008.1,85265.29
gene-CDR20291_1773,199.78,192.55,236.13,190.76,228.18,207.27
gene-CDR20291_1774,15438.44,16698.59,18249.82,31773.29,39272.41,35220.84
gene-CDR20291_1775,2551.77,2472.88,2701.7,8627.15,9415.18,8627.96
gene-CDR20291_1776,3.84,3.61,3.2,6.12,11.27,12.46
gene-CDR20291_1777,3335.12,3088.35,3119.24,8853.35,9158.68,8177.13
gene-CDR20291_1778,7830.11,7008.68,7494.35,23033.62,22459.14,21154.31
gene-CDR20291_1779,87635.09,87947.81,89692.61,199796.33,219292.8,199909.36
gene-CDR20291_1780,6990.28,6664.48,6896.61,10658.05,11679.02,10605.7
gene-CDR20291_1781,447.73,431.22,454.83,1511.67,1658.49,1526.37
gene-CDR20291_1782,590,588.8,642.65,2086.98,2269.59,2098.04
gene-CDR20291_1783,128.74,131.77,169.57,181.19,281.93,249.09
gene-CDR20291_1784,30.76,31.54,28.34,86.63,112.63,93.63
gene-CDR20291_1786,3.17,7.06,15.81,36.99,55.03,32.8
gene-CDR20291_1787,0.64,0.75,3.84,2.03,3.81,4.25
gene-CDR20291_1788,70166.11,64508.5,64042.69,169778.97,175255.89,160111.98
gene-CDR20291_1789,8736.26,8892.09,8687.08,23858.57,29333.96,27310.63
gene-CDR20291_1790,4389.89,4288.51,4482.41,15195.92,16648.56,15843.54
gene-CDR20291_1791,3485.31,3345.74,3577.34,11694.72,12820.79,12062.19
gene-CDR20291_1792,385.88,460.86,490.43,1512.29,1759.7,1630.68
gene-CDR20291_1793,302.44,298.86,328.17,938.99,1169.48,1052.32
gene-CDR20291_1794,4615.24,4778.4,4735.17,5776.26,8328.23,7533.64
gene-CDR20291_1795,769.4,761.04,827.75,1455.39,1604.92,1344.38
gene-CDR20291_1796,11.82,10.56,9.32,26.55,30.79,26.77
gene-CDR20291_1797,3107.27,3244.1,3685.42,4615,5596.3,5183.04
gene-CDR20291_1798,2807.78,2840.79,3437.94,4810.55,5608.55,5256.02
gene-CDR20291_1799,3657.95,3865.59,4449.98,5701.21,7376.76,6545.13
gene-CDR20291_1800,817.44,955.42,1003.75,1495.13,1963.37,1864.41
gene-CDR20291_1801,426.97,469.52,476.3,339.5,384.46,363.47
gene-CDR20291_1802,121,145.89,120.81,133.28,133.43,138.6
gene-CDR20291_1803,106.41,108.96,136.35,132.17,153.27,158.3
gene-CDR20291_1804,134.46,130.39,128.11,158.21,231.05,167.08
gene-CDR20291_1805,643.9,695.45,705.33,819.47,1050.27,905.61
gene-CDR20291_1806,654.63,665.59,720.75,1105.17,1262.95,1189.33
gene-CDR20291_1807,416.64,488.74,568.57,679.94,1118.49,1093.1
gene-CDR20291_1808,30.78,37.67,41.19,61.9,60.46,48.42
gene-CDR20291_1810,422.3,459.96,389.5,739.92,898.51,783.41
gene-CDR20291_1811,166.43,186.64,219.59,329.1,464.36,425.44
gene-CDR20291_1812,789.55,899.99,818.53,654.62,967.35,878.46
gene-CDR20291_1813,2274.99,2276.22,1979.43,942.32,1542.47,1213.64
gene-CDR20291_1814,215.33,207.07,260.02,108.32,160.91,159.82
gene-CDR20291_1815,515.93,605.45,528.76,397.26,574.5,550.55
gene-CDR20291_1816,404.11,514.73,525.21,347.45,512.27,441.99
gene-CDR20291_1817,2092.44,2066.17,2229.25,1896.56,2418.04,2173.3
gene-CDR20291_1818,6360.5,6431.08,6357.84,5104.68,6088.89,5273.47
gene-CDR20291_1819,1807.04,2039.74,1797.39,1006.25,1182.42,1066.84
gene-CDR20291_1820,31.72,31.77,23.86,28.98,46.22,63.2
gene-CDR20291_1821,31.48,38.79,36.28,84.63,92.59,74.99
gene-CDR20291_1823,22.21,21.93,24.74,51.43,95.34,85.57
gene-CDR20291_1824,123.51,157.23,158.15,258.28,374.32,310.36
gene-CDR20291_1826,39.43,52.03,56.56,102.07,162.06,141.04
gene-CDR20291_1827,0.92,0.64,0,4.01,0.81,2.3
gene-CDR20291_1828,117.01,127.32,93.24,260.05,323.9,269.01
gene-CDR20291_1829,175.29,179.82,187.98,364.33,496.33,424.11
gene-CDR20291_1830,225.58,250.14,259.88,509.04,640.52,525.61
gene-CDR20291_1831,364.7,382.03,406.34,823.38,944.59,900.57
gene-CDR20291_1832,702.92,795.97,945.08,1442.21,1858.47,1615.23
gene-CDR20291_1833,23,29.51,22.16,52.22,75.91,49.4
gene-CDR20291_1834,55,52.53,61.79,97.96,102.82,108.97
gene-CDR20291_1835,42.1,35.25,41.42,50.58,53.29,28.2
gene-CDR20291_1836,44.3,45.36,36.27,68.19,86.93,62.62
gene-CDR20291_1837,13.63,19.82,20.22,26.77,40.39,23
gene-CDR20291_1838,96.18,119.07,101.04,165.38,170.28,156.12
gene-CDR20291_1839,9.37,4.83,5.51,9.82,17.94,13.16
gene-CDR20291_1840,6.69,17.39,16.53,38.5,53,44.68
gene-CDR20291_1841,12.74,13.89,12.32,30.65,59.58,45.68
gene-CDR20291_1842,12.81,18.28,12.6,23.19,32.23,26.89
gene-CDR20291_1843,16.89,11.94,14.1,20.9,35.27,28.96
gene-CDR20291_1844,14.92,7.23,11.4,22.22,37.41,19.06
gene-CDR20291_1845,34.67,55.89,57.39,102.79,128.05,106.87
gene-CDR20291_1846,26.51,31.52,37.19,47.94,57.02,60.41
gene-CDR20291_1847,918.37,963.58,972.37,873.65,1029.22,837.48
gene-CDR20291_1848,158.29,162.55,181.07,392.08,472.14,447.93
gene-CDR20291_1849,195.68,242.08,196.64,399.21,504.84,404.35
gene-CDR20291_1850,199.52,181.74,145.4,273.72,339.42,329.85
gene-CDR20291_1851,33.13,44.04,46.34,46.18,59.85,60.04
gene-CDR20291_1852,20.07,26.99,21.5,38.53,59.18,54.98
gene-CDR20291_1853,796.27,946.54,955.23,1710.63,2154.23,1737.05
gene-CDR20291_1854,14556.22,15398.69,14849.4,16183.49,21401.69,18372.45
gene-CDR20291_1855,785.03,827.78,959.17,1388.65,1815.18,1712.2
gene-CDR20291_1856,1092.84,1485.81,1441.51,878.44,1420.43,1287.1
gene-CDR20291_1857,1405.38,1345.31,1253.52,1410.79,1744.46,1509.42
gene-CDR20291_1858,1794.41,1952.81,2291.5,4719.22,6232.94,5398.18
gene-CDR20291_1859,3653.93,3747.06,4442.54,10486.15,11272.72,9948
gene-CDR20291_1860,2335.55,2251.3,2613.08,6549.3,6905.06,6060.85
gene-CDR20291_1861,9195.5,9592.92,10353.77,24741.3,27776.19,24661.76
gene-CDR20291_1862,3560,3385.54,3748.67,8281.68,9737.92,8792.36
gene-CDR20291_1863,51.36,54.66,50.9,71.78,100.73,96.71
gene-CDR20291_1864,215.58,277.31,293.66,624.4,912.97,844.58
gene-CDR20291_1865,503.97,547.64,535.72,1640.49,1873.49,1655.14
gene-CDR20291_1866,7035.18,7101.12,6487.43,6335.6,6956.54,6342.35
gene-CDR20291_1867,483.29,548.49,578.71,954.11,1121.96,1043.11
gene-CDR20291_1868,127.01,160.43,189.04,235.51,288.75,277.68
gene-CDR20291_1869,162.54,207.51,203.87,343.53,538.59,417.98
gene-CDR20291_1870,27.5,27.96,45.91,62.07,96.36,68.7
gene-CDR20291_1871,447.19,452.28,459.96,1191.07,1765.82,1587.63
gene-CDR20291_1872,155.52,197.01,150.19,246.16,382.97,349.21
gene-CDR20291_1873,1273.51,1397.4,1664.43,4155.83,5532.6,4748.3
gene-CDR20291_1874,93.46,118.69,119.9,185.91,224.14,210.48
gene-CDR20291_1875,77.49,125.83,129.41,192.71,263.15,244.7
gene-CDR20291_1876,3680.16,3591.1,4711.84,3906.82,4503.89,4111.45
gene-CDR20291_1877,1262.87,1353.22,1223.85,1337.1,1720.96,1683.84
gene-CDR20291_1878,447.3,579.03,545.05,582.12,798.76,686.27
gene-CDR20291_1879,298.55,371.16,369.71,596.44,728.19,644.05
gene-CDR20291_1880,186.2,189.21,200.01,268.64,357.51,294.45
gene-CDR20291_1881,1967.64,1977.13,2032.82,3650.06,4637.19,4142.8
gene-CDR20291_1882,201.31,244.99,269.2,410.54,640.83,574.26
gene-CDR20291_1883,363.53,437.69,376.06,815.64,1137.19,989.34
gene-CDR20291_1884,477.49,494.72,491.75,1087.91,1661.38,1491.42
gene-CDR20291_1885,1234.78,1512.68,1577.99,4078.59,6674.45,6426.38
gene-CDR20291_1886,1591.11,1595.73,1680.64,6946.98,8377.33,7949.42
gene-CDR20291_1887,1399.68,1536.65,1539.11,5767.4,7838.39,6923.76
gene-CDR20291_1888,627.31,720.09,734.42,1754.09,1971.69,1859.17
gene-CDR20291_1889,374.62,403.32,439.71,1623.59,1893.08,1715.79
gene-CDR20291_1890,315.06,305.74,341.99,370.16,504.12,469.84
gene-CDR20291_1891,830.16,787.09,954.78,1654.62,1922.63,1777.44
gene-CDR20291_1892,705.97,719.26,828.46,1222.69,1646.92,1538.82
gene-CDR20291_1893,2100.54,2178.14,2243.46,3307.31,4496.37,4210.31
gene-CDR20291_1894,274.16,297.4,367.15,561.19,772.02,595
gene-CDR20291_1895,3532.82,3370.19,3973.7,5053.26,6226.71,5161.13
gene-CDR20291_1896,3172.72,3066.54,3666.4,4597.47,5316.15,4723.53
gene-CDR20291_1897,2339.59,2474.58,2635.1,3049.91,3804.58,3422.59
gene-CDR20291_1898,2569.57,2681.59,3134.15,2779.71,3089.32,2890.47
gene-CDR20291_1899,5268.44,5655.53,6277.51,6446.09,7699.08,7065.2
gene-CDR20291_1900,7278.19,8515.96,9185.33,8079.5,9998.93,9175.64
gene-CDR20291_1901,6154.61,6476.16,7463.41,9636.67,13190.46,11894.72
gene-CDR20291_1902,11622.23,11526.68,13442.59,18742.8,24191.24,21458.87
gene-CDR20291_1903,6304.31,6561.35,7460.02,8682.37,13048.3,12073.45
gene-CDR20291_1904,2002.43,1889.39,2044.7,2926.41,3473.16,3190.8
gene-CDR20291_1905,71.44,128.33,102.01,120.3,186.74,159.89
gene-CDR20291_1906,495.07,621.6,658.63,694.49,814.93,716.56
gene-CDR20291_1907,504.82,576.11,670.12,788.38,947.33,883.57
gene-CDR20291_1908,555.27,702.55,699.5,564.03,840.52,782.08
gene-CDR20291_1909,2224.72,2457.24,2352.06,2120.83,3032.11,2620.04
gene-CDR20291_1910,1925.09,1956.5,2147.57,2434.43,2854.72,2489.35
gene-CDR20291_1911,411.72,435.56,524.26,559.48,701.27,671.15
gene-CDR20291_1912,637.92,640,607.71,1089.55,1421.4,1243.63
gene-CDR20291_1913,17.23,27.92,30.85,33.61,40.26,50.94
gene-CDR20291_1914,559.03,631.58,662.64,145.3,282.61,260.14
gene-CDR20291_1915,3353.64,3544.69,3730.53,9761.96,12368.94,11916.25
gene-CDR20291_1916,615.11,851.56,865.8,1119.7,1835.42,1824.75
gene-CDR20291_1917,336.15,332.78,392.43,477.67,657.27,575
gene-CDR20291_1918,467.62,425.55,487.86,1237.55,1599.51,1397.57
gene-CDR20291_1919,371.32,377.59,366.39,508.12,594.88,592.91
gene-CDR20291_1920,241.38,261.25,256.14,436.97,493.37,457.46
gene-CDR20291_1921,165.35,178.3,220.02,364.6,434.37,371.54
gene-CDR20291_1922,179.53,219.91,227.26,263.95,332.32,286.69
gene-CDR20291_1923,51.25,69.19,76.25,74.13,68.44,45.98
gene-CDR20291_1924,3593.57,4118.13,4274.26,5049.49,7134.61,5807.18
gene-CDR20291_1925,11277.21,10439.59,10417.69,8764.6,10092.31,8533.24
gene-CDR20291_1926,36.1,38.18,23.6,51.59,48.92,45.63
gene-CDR20291_1927,201.87,188.84,202.56,294.37,312.88,300.09
gene-CDR20291_1928,151.22,221.99,189.52,332.09,513.58,513.94
gene-CDR20291_1929,141.65,141.88,133.45,278.48,338.84,293.73
gene-CDR20291_1930,501.17,534.52,596.73,568.16,785.44,715.19
gene-CDR20291_1931,91.55,105.7,111.41,200.59,255.46,221.99
gene-CDR20291_1932,146.67,184.6,214.49,478.86,650.55,723.74
gene-CDR20291_1933,4598.57,4783.92,5378,14752.04,15510.58,14887.96
gene-CDR20291_1934,539.67,571.21,783.86,843.48,1117.46,1005.23
gene-CDR20291_1935,389,523.75,675.86,462.93,699.18,622.96
gene-CDR20291_1936,227.17,249.52,275.83,1089.76,1347.14,1214.39
gene-CDR20291_1937,291.97,287.07,325.33,1422.7,1951.32,1760.16
gene-CDR20291_1938,72.65,159.43,160.13,166.27,649.64,632.19
gene-CDR20291_1939,263.29,276.66,260.21,366.91,510.79,462.16
gene-CDR20291_1940,1670.63,1693.61,1820.96,1755.89,2155.42,1894.2
gene-CDR20291_1941,1581.08,1721.01,1773.28,1587.4,2700.55,2416.56
gene-CDR20291_1942,2531.03,2866.73,2869.28,4545.24,5602.34,4882.87
gene-CDR20291_1943,201.15,242.95,263.72,274.98,352.5,329.86
gene-CDR20291_1944,104.34,125.38,116.09,151.62,196.18,158.85
gene-CDR20291_1945,39.56,38.77,26.97,62.02,90.14,68.55
gene-CDR20291_1946,78.56,60.75,87.04,121.87,127.97,129.31
gene-CDR20291_1947,82.2,96.64,73.59,136.75,166.51,124.05
gene-CDR20291_1948,53.04,74.17,74.49,211.68,284.51,223.8
gene-CDR20291_1949,95.56,114.26,102.32,169.74,342.84,311.96
gene-CDR20291_1950,111.52,109.92,126.39,335.4,465.51,447.64
gene-CDR20291_1951,244.57,247.2,279.29,613.54,885.03,700.02
gene-CDR20291_1952,296.68,335.69,368.24,404.18,612.85,556.57
gene-CDR20291_1953,475.78,511.88,488.58,834.08,1084.94,923.81
gene-CDR20291_1954,2902.83,2682.43,2891.07,1158.72,1925.43,1682.94
gene-CDR20291_1955,6209.31,6205.01,6893.75,10913.35,14009.1,12357.81
gene-CDR20291_1956,335.92,326.57,442.89,847.24,1042.69,892.39
gene-CDR20291_1957,437.45,449.72,509.47,1017.55,1204.15,1079.3
gene-CDR20291_1958,149.58,187.58,155.01,385.57,564.05,502.97
gene-CDR20291_1959,1126.31,1267.05,1304.57,1775.03,2216.77,1964.93
gene-CDR20291_1960,2435.09,2646.39,3110.95,3648.95,4344.56,3950.57
gene-CDR20291_1961,1611.92,1675.79,1806.52,2634.04,2919.85,2707.88
gene-CDR20291_1962,113.51,155.99,146.56,308.65,446.99,413.25
gene-CDR20291_1963,9451.57,9188.49,10594.13,19467.24,24175.32,21928.51
gene-CDR20291_1964,2513.09,2578.44,2635.76,5573.05,7324.44,6278.82
gene-CDR20291_1965,2093.8,2049.02,2084.63,2641.88,3412.92,3143.48
gene-CDR20291_1966,12869.68,13861.8,15846.36,16483.44,23212.82,20338.64
gene-CDR20291_1967,6238.46,6398.28,6507.62,6437.15,8817.74,8200.16
gene-CDR20291_1968,6031.45,6130.6,5981.41,5930.27,8613.47,7943.71
gene-CDR20291_1969,2030.41,2527,2819.59,4131.39,5504.12,5156.75
gene-CDR20291_1970,1144.84,1181.95,1257.01,2845.83,2981.58,2517.56
gene-CDR20291_1971,1114.13,1363.83,1326.11,3564.11,4258.02,3583.16
gene-CDR20291_1972,518.3,470.37,572.45,1116.92,1365.88,1236.89
gene-CDR20291_1973,1027.4,1187.45,1256.59,1293.81,1933.58,1847.43
gene-CDR20291_1974,473.25,443.39,526.08,660.48,929.17,897.2
gene-CDR20291_1975,12943.8,12862.63,15629.47,17690.43,19525.26,17049.63
gene-CDR20291_1976,1198.91,1310.71,1580.05,2386.13,2902.92,2553.69
gene-CDR20291_1977,328.39,332.32,417.56,630.76,780.32,679.55
gene-CDR20291_1978,86.98,99.48,121.26,127.78,179.14,153.32
gene-CDR20291_1979,2048.46,2280.79,2460.64,2975.05,3811.92,3303.54
gene-CDR20291_1980,1552.61,1594.35,1523.58,2382.69,2740.16,2288.46
gene-CDR20291_1981,61.15,42.3,50.44,90.9,121.99,98.27
gene-CDR20291_1982,101.34,85.95,114.74,247.81,286.89,295.91
gene-CDR20291_1983,2089.49,2092.09,2295.7,1852.64,2813.89,2394.59
gene-CDR20291_1984,286.94,302.88,301.38,396.9,447.98,393.77
gene-CDR20291_1985,120.22,131.37,167.17,212.33,241.59,191.52
gene-CDR20291_1986,294.69,358.59,354.29,461.22,572.32,511.53
gene-CDR20291_1987,45.22,26.73,23.33,33.6,44.17,33.39
gene-CDR20291_1988,24.22,24.97,28.3,29.31,28.77,15.1
gene-CDR20291_1989,76.88,89.12,69.88,103.04,128.17,105.5
gene-CDR20291_1990,41.82,73.79,69.27,109.7,125.42,126.82
gene-CDR20291_1991,197.93,219.02,230.67,202.79,270.66,254.71
gene-CDR20291_1992,56.67,51.18,68.71,67.13,74.87,89.27
gene-CDR20291_1993,132.41,151.79,131.98,181.23,182.26,194.54
gene-CDR20291_1994,376.04,408.62,461.58,502.41,564.84,528.13
gene-CDR20291_1995,79.92,77.54,87.49,112.32,116.05,100.47
gene-CDR20291_1996,171.17,195.92,218.99,300.79,325.35,289.82
gene-CDR20291_1997,59.39,70.56,65.88,128,138.21,124.71
gene-CDR20291_1998,61.42,76.25,71.37,140.95,158.61,177.14
gene-CDR20291_1999,1133.15,979.59,1155.12,2440.7,2996.79,2834.37
gene-CDR20291_2000,587.73,690.34,770.83,770.95,1345.65,1234.51
gene-CDR20291_2001,991.49,1105.38,1215.4,2730.05,3276.79,3030.44
gene-CDR20291_2002,92.09,117.08,139.75,427.48,442.5,389.96
gene-CDR20291_2003,230.99,239.16,245.47,1071.73,1430.93,1287.32
gene-CDR20291_2004,408.01,450.53,433.9,2131.5,2721.5,2504.31
gene-CDR20291_2005,78.16,85.06,111.15,162.9,185.29,178.13
gene-CDR20291_2006,5532.96,5776.27,6657.62,10498.09,11520.6,10558.84
gene-CDR20291_2007,403.46,469.66,578.49,724.57,868.8,798.18
gene-CDR20291_2008,273.7,295.45,330.66,439.22,516.52,533.29
gene-CDR20291_2009,2177.22,2354.78,2304.57,5283.59,6139.91,5727.45
gene-CDR20291_2010,422.74,540.51,564.77,841.32,1160.98,1157.94
gene-CDR20291_2011,711.64,811.4,922.47,1969.55,3143.41,2989.78
gene-CDR20291_2012,582.89,590.44,606.2,2130.81,2665.18,2460.09
gene-CDR20291_2013,2850.43,3305.84,3610.99,8043.97,13369.92,12177.18
gene-CDR20291_2014,8751.13,8335.42,9263.61,50063.24,62268.3,58690.7
gene-CDR20291_2015,1020.66,1109.61,1227.12,2635.72,3299.61,2922.7
gene-CDR20291_2016,819.74,977.28,1140.5,2192.65,3176.63,3061.67
gene-CDR20291_2017,1567.63,1622.46,1843.12,9535.99,10499.42,9049.78
gene-CDR20291_2018,455.16,567.09,485.21,855.73,1091.78,970.72
gene-CDR20291_2019,290.21,276.6,235.09,96.21,117.05,88.08
gene-CDR20291_2020,9596.1,10183.05,10116.91,3306.74,4487.4,3922.88
gene-CDR20291_2021,5916.64,6071.82,5531.28,1634.28,1976.77,1868.04
gene-CDR20291_2022,16332.3,16100.46,16352.24,36116.76,43368.96,39835.63
gene-CDR20291_2023,13043.51,13884.28,15071.95,23670.18,28437.68,25847.63
gene-CDR20291_2024,20897.62,21570.65,18579.15,15188.58,18320.23,15666.76
gene-CDR20291_2025,12326.12,12698.45,14286.12,7928.19,11375.06,10289.51
gene-CDR20291_2026,11669.92,11472.6,12349.14,9341.44,12545.34,10845.89
gene-CDR20291_2027,4897.83,4866.94,6157.24,10031.65,11186.95,9583.2
gene-CDR20291_2028,143.57,154.23,179.01,353.47,570.52,469.67
gene-CDR20291_2029,1631.77,1853.77,2186.5,4777.22,6750.58,6134.54
gene-CDR20291_2030,2070.26,2065.58,2397.08,3624.17,5290.16,4745.98
gene-CDR20291_2031,1818.23,1955.81,2068.4,2581.69,3613.63,2994.75
gene-CDR20291_2032,437.07,499.63,544.93,1014.92,1776.14,1668.15
gene-CDR20291_2033,483.35,592.82,679.43,929.03,1540.29,1323.23
gene-CDR20291_2034,17628.06,18013.85,17507.69,20849.3,27912.62,23384.21
gene-CDR20291_2035,1880.11,1747.27,1854.07,2735.36,3160.63,2830.33
gene-CDR20291_2036,12283.7,13274.29,13009.2,11474.14,14082.22,12851.15
gene-CDR20291_2037,9814.97,10953.43,10834.71,11426.48,13468.03,12016.56
gene-CDR20291_2038,654.61,725.11,647.14,2253.38,2699.72,2621
gene-CDR20291_2039,216.07,212.42,229.9,232.95,340.99,312.36
gene-CDR20291_2040,488.97,570.8,608.97,1319.72,1828.03,1732.48
gene-CDR20291_2041,1226.74,1292.59,1570.07,2181.02,2977,2538.98
gene-CDR20291_2042,2813.46,2843.22,3617.36,5306.85,6345.6,5640.04
gene-CDR20291_2043,1349.26,1265.11,1607.76,1916.39,2510.78,2224.04
gene-CDR20291_2044,6913.06,6851.75,8557.96,8271.16,10111.92,8828.21
gene-CDR20291_2045,11249.09,11876.23,14159.97,12442.14,14781.34,13738.48
gene-CDR20291_2046,26006.26,26502.82,30479.21,28908.32,29819.62,27802.59
gene-CDR20291_2047,48617.73,51103.39,55101.64,65781.36,75221.55,67387.73
gene-CDR20291_2048,318.97,329.04,401.65,1072.78,1398.98,1347.31
gene-CDR20291_2049,188.5,224.49,215.82,703.29,891.02,920.7
gene-CDR20291_2050,101.62,133.13,138.51,381.01,548.63,500.78
gene-CDR20291_2051,311.61,328.77,337.84,804.26,1151.98,1068.74
gene-CDR20291_2052,3354.04,3644.36,4120.14,9192.21,11552.31,10530.7
gene-CDR20291_2053,1111.12,1102.37,1447.27,1228.39,1438.95,1215.48
gene-CDR20291_2054,757.83,874.61,1115.62,1048.44,1456.91,1256.38
gene-CDR20291_2055,6098.93,6280.12,6746.01,12940.95,15180.07,13659.35
gene-CDR20291_2056,75.54,68.26,66.18,180.48,270.71,277.5
gene-CDR20291_2057,224.85,216.92,259.83,840.66,1027.77,954.33
gene-CDR20291_2058,967.72,939.73,1042.71,2274.38,3015.85,2641.91
gene-CDR20291_2059,3582.58,3456.42,3705.65,4119.36,4323.93,3650.14
gene-CDR20291_2060,45373.89,48654.35,48905.3,42684.92,50821.48,43882.74
gene-CDR20291_2061,47674.54,51448.68,52304.26,44331.22,51679.46,44519.02
gene-CDR20291_2062,31393.23,33146.52,35824.23,35465.78,43675.94,38421.68
gene-CDR20291_2063,12620.22,14529.29,15116.55,11826.3,18112.58,15522.57
gene-CDR20291_2064,1146.22,1161.56,1172.45,2406.87,3290.3,2837.18
gene-CDR20291_2065,92.31,96.35,107.68,173.85,268.37,213.09
gene-CDR20291_2066,49.07,36.78,44.1,36.87,64.5,50.2
gene-CDR20291_2067,22.46,26.9,40.29,41.87,55.91,75.19
gene-CDR20291_2068,306.17,330.15,376.22,628.93,811.93,713.72
gene-CDR20291_2069,861.56,815.75,966.68,1446.89,1749.47,1592.71
gene-CDR20291_2070,1680.85,1790.55,1869.78,2019.02,2765.39,2470.58
gene-CDR20291_2071,2406.05,2735.93,2813.73,2070.24,2642.79,2187.44
gene-CDR20291_2072,26895.77,26070.54,23672.53,15097.53,19963.4,17086.6
gene-CDR20291_2073,194,186.63,174.99,432.95,491.81,426.09
gene-CDR20291_2074,2703.96,2932.09,2763.48,12087.38,13758.89,12499.97
gene-CDR20291_2075,395.01,483.55,439,1894.29,2095.34,1979.39
gene-CDR20291_2076,753.8,789.6,834.6,1480.55,2116.46,1893.89
gene-CDR20291_2077,2515.1,2774,2931.32,3729.68,4687.75,4301.87
gene-CDR20291_2078,1871.35,1974.27,2529.03,7778.95,9405.52,7767.28
gene-CDR20291_2079,1672.79,1641.16,2262.78,6061.33,6807.09,5940
gene-CDR20291_2080,4080.09,3828.39,5427.34,16828.8,17238.06,15470.25
gene-CDR20291_2081,7081.6,7304.64,9236.19,21265.62,26102.35,22162.25
gene-CDR20291_2082,5950.67,5853.66,7065.66,16983.85,19102.73,16350.3
gene-CDR20291_2083,8179.85,8157.03,9556.69,22606.52,24922.68,21687.95
gene-CDR20291_2084,453.19,419.71,487.63,870.13,1008.37,903.11
gene-CDR20291_2085,2293.43,2398.59,2614.66,3615.92,4828.95,4108.36
gene-CDR20291_2086,2838.91,3367.92,3603.69,5925.53,9160.43,8070.24
gene-CDR20291_2087,1197.88,1303.24,1442.6,4029.93,4111.59,3672.67
gene-CDR20291_2088,292.82,343.82,419.54,757.38,977.48,903.61
gene-CDR20291_2089,160.99,162.9,188.18,511.11,602.68,556.41
gene-CDR20291_2090,79.88,87.57,98.51,170.82,307.63,259.03
gene-CDR20291_2091,33.71,38.88,43.31,79.63,127.21,112.95
gene-CDR20291_2092,2757.29,2821.92,3324.74,5561.69,6717.44,5984.42
gene-CDR20291_2093,1042,1112.25,1223.93,1874.39,2483.19,2281.45
gene-CDR20291_2094,1482.74,1581.59,1825.63,3625.43,4149.05,3727.69
